,details,link
"<li><a href = ""../pdf/Notifications/Postpone_EXAMDATE_CJME2019.pdf"" target ='_' > NOTIFICATION FOR POSTPONEMENT OF EXAM DATE OF CIVIL JUDGE (MAINS) EXAM-2019</li>",NOTIFICATION FOR POSTPONEMENT OF EXAM DATE OF CIVIL JUDGE (MAINS) EXAM-2019,../pdf/Notifications/Postpone_EXAMDATE_CJME2019.pdf
"<li><a href = ""../pdf/Notifications/NOTI_ABOUT_AC_ADR_2018.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF ASSISTANT DIRECTOR (RESEARCH) EXAM-2018</li>",NOTIFICATION ABOUT ADMIT CARD OF ASSISTANT DIRECTOR (RESEARCH) EXAM-2018,../pdf/Notifications/NOTI_ABOUT_AC_ADR_2018.pdf
"<li><a href = ""../pdf/Notifications/DV_SCH_CGPSC2_2018.pdf"" target ='_' > DOCUMENT VERIFICATION SCHEDULE PEON/DAK RUNNER/DRIVER/FARRASH (CGPSC)- 2018 </li>",DOCUMENT VERIFICATION SCHEDULE PEON/DAK RUNNER/DRIVER/FARRASH (CGPSC)- 2018 ,../pdf/Notifications/DV_SCH_CGPSC2_2018.pdf
"<li><a href = ""../pdf/Notifications/DV_CL_CGPSC2_2018.pdf"" target ='_' > DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA </li>",DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,../pdf/Notifications/DV_CL_CGPSC2_2018.pdf
"<li><a href = ""../pdf/Notifications/Noti_About_AC_AD_PES_2019.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF ASSISTANT DIRECTOR (PLANNING, ECONOMICS & STATISTICS) EXAM-2019</li>","NOTIFICATION ABOUT ADMIT CARD OF ASSISTANT DIRECTOR (PLANNING, ECONOMICS & STATISTICS) EXAM-2019",../pdf/Notifications/Noti_About_AC_AD_PES_2019.pdf
"<li><a href = ""../pdf/Notifications/Noti_About_AC_AD_Survey_Planning_2018.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF ASSISTANT DIRECTOR (PLANNING & SURVEY) EXAM-2018 </li>",NOTIFICATION ABOUT ADMIT CARD OF ASSISTANT DIRECTOR (PLANNING & SURVEY) EXAM-2018 ,../pdf/Notifications/Noti_About_AC_AD_Survey_Planning_2018.pdf
"<li><a href = ""../pdf/Notifications/INT_SCH_LECT_HFW_2019.pdf"" target ='_' > INTERVIEW SCHEDULE LECTURER (HFW DEPT.)- 2019 </li>",INTERVIEW SCHEDULE LECTURER (HFW DEPT.)- 2019 ,../pdf/Notifications/INT_SCH_LECT_HFW_2019.pdf
"<li><a href = ""../pdf/Notifications/INT_CL_LECT_HFW_2019.pdf"" target ='_' > DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA </li>",DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,../pdf/Notifications/INT_CL_LECT_HFW_2019.pdf
"<li><a href = ""../pdf/Notifications/NOTI_ABOUT_AC_SSME_2018.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF STATE SERVICE (MAINS) EXAM-2018 </li>",NOTIFICATION ABOUT ADMIT CARD OF STATE SERVICE (MAINS) EXAM-2018 ,../pdf/Notifications/NOTI_ABOUT_AC_SSME_2018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_CIVIL_JUDGE_MAINS_2019.pdf"" target ='_' > NOTIFICATION FOR CIVIL JUDGE (MAINS) EXAM-2019</li>",NOTIFICATION FOR CIVIL JUDGE (MAINS) EXAM-2019,../pdf/Notifications/NOTI_CIVIL_JUDGE_MAINS_2019.pdf
"<li><a href = ""../pdf/Notifications/NOTI_POSTPONE_CJM2019.pdf"" target ='_' > NOTIFICATION FOR POSTPONEMENT OF CIVIL JUDGE (MAINS) EXAM-2019</li>",NOTIFICATION FOR POSTPONEMENT OF CIVIL JUDGE (MAINS) EXAM-2019,../pdf/Notifications/NOTI_POSTPONE_CJM2019.pdf
"<li><a href = ""../pdf/Notifications/Noti_SUBS_SSME_2018.pdf"" target ='_' > NOTIFICATION ABOUT SUBSCRIBER OF STATE SERVICE (MAINS) EXAM-2018 </li>",NOTIFICATION ABOUT SUBSCRIBER OF STATE SERVICE (MAINS) EXAM-2018 ,../pdf/Notifications/Noti_SUBS_SSME_2018.pdf
"<li><a href = ""../pdf/Notifications/Noti_Partwise_Marking_Details_SSME2018.pdf"" target ='_' > NOTIFICATION - TIME TABLE & EXAM SCHEME OF STATE SERVICE (MAINS) EXAM-2018 </li>",NOTIFICATION - TIME TABLE & EXAM SCHEME OF STATE SERVICE (MAINS) EXAM-2018 ,../pdf/Notifications/Noti_Partwise_Marking_Details_SSME2018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_EXAM_SCH_AD_R_2018.pdf"" target ='_' > EXAM SCHEDULE OF ASSISTANT DIRECTOR (RESEARCH) -2018 [EXAM DATE : 27TH AUG 2019] </li>",EXAM SCHEDULE OF ASSISTANT DIRECTOR (RESEARCH) -2018 [EXAM DATE : 27TH AUG 2019] ,../pdf/Notifications/NOTI_EXAM_SCH_AD_R_2018.pdf
"<li><a href = ""../pdf/Notifications/INT_SCHE_CMO_2018.pdf"" target ='_' > INTERVIEW SCHEDULE CHIEF MUNICIPAL OFFICER (VARG 'KHA' & 'GA') EXAM- 2018 </li>",INTERVIEW SCHEDULE CHIEF MUNICIPAL OFFICER (VARG 'KHA' & 'GA') EXAM- 2018 ,../pdf/Notifications/INT_SCHE_CMO_2018.pdf
"<li><a href = ""../pdf/Notifications/INT_CL_CMO_2018.pdf"" target ='_' > DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA </li>",DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,../pdf/Notifications/INT_CL_CMO_2018.pdf
"<li><a href = ""../pdf/Notifications/TENDER/Tender_Notice_online_Service_To_CGPSC_21062019.pdf"" target ='_' > TENDER NOTICE FOR ONLINE SERVICES TO CGPSC</li>",TENDER NOTICE FOR ONLINE SERVICES TO CGPSC,../pdf/Notifications/TENDER/Tender_Notice_online_Service_To_CGPSC_21062019.pdf
"<li><a href = ""../pdf/Notifications/TENDER/Final_Tender_22_06_2019.pdf"" target ='_' > RFP DOCUMENT FOR ONLINE SERVICES TO CGPSC</li>",RFP DOCUMENT FOR ONLINE SERVICES TO CGPSC,../pdf/Notifications/TENDER/Final_Tender_22_06_2019.pdf
"<li><a href = ""../pdf/Notifications/tender/Pre_bid_queries_with_replies_01072019.pdf"" target ='_' > PRE BID QUERIES WITH REPLIES </li>",PRE BID QUERIES WITH REPLIES ,../pdf/Notifications/tender/Pre_bid_queries_with_replies_01072019.pdf
"<li><a href = ""../pdf/Notifications/tender/Amended_Tender_Notice_15072019.pdf"" target ='_' > AMENDED TENDER NOTICE FOR ONLINE SERVICES TO CGPSC </li>",AMENDED TENDER NOTICE FOR ONLINE SERVICES TO CGPSC ,../pdf/Notifications/tender/Amended_Tender_Notice_15072019.pdf
"<li><a href = ""../pdf/Notifications/NOTI_EXAM_SC_AD_P_E_S_2019.pdf"" target ='_' > EXAM SCHEDULE OF ASSISTANT DIRECTOR (PLANNING, ECONOMICS & STATISTICS) -2019 [EXAM DATE : 1ST AUGUST 2019] </li>","EXAM SCHEDULE OF ASSISTANT DIRECTOR (PLANNING, ECONOMICS & STATISTICS) -2019 [EXAM DATE : 1ST AUGUST 2019] ",../pdf/Notifications/NOTI_EXAM_SC_AD_P_E_S_2019.pdf
"<li><a href = ""../pdf/Notifications/NOTI_EXAM_SC_AD_P_S_2018.pdf"" target ='_' > EXAM SCHEDULE OF ASSISTANT DIRECTOR (SURVEY, PLANNING) -2018 [EXAM DATE : 29TH & 30TH JULY 2019] </li>","EXAM SCHEDULE OF ASSISTANT DIRECTOR (SURVEY, PLANNING) -2018 [EXAM DATE : 29TH & 30TH JULY 2019] ",../pdf/Notifications/NOTI_EXAM_SC_AD_P_S_2018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_SSME_2018_relive.pdf"" target ='_' > NOTIFICATION FOR STATE SERVICE (MAINS) EXAM-2018 (Extended Date for Online Application of State Service Mains Exam-2018 : 24, 25 & 26 June 2019)</li>","NOTIFICATION FOR STATE SERVICE (MAINS) EXAM-2018 (Extended Date for Online Application of State Service Mains Exam-2018 : 24, 25 & 26 June 2019)",../pdf/Notifications/NOTI_SSME_2018_relive.pdf
"<li><a href = ""../pdf/Notifications/INT_SCH_ADJ_2018.pdf"" target ='_' > INTERVIEW SCHEDULE ASSISTANT DIRECTOR, JANSAMPARK- 2018 </li>","INTERVIEW SCHEDULE ASSISTANT DIRECTOR, JANSAMPARK- 2018 ",../pdf/Notifications/INT_SCH_ADJ_2018.pdf
"<li><a href = ""../pdf/Notifications/INT_CL_ADJ_2018.pdf"" target ='_' > DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA </li>",DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,../pdf/Notifications/INT_CL_ADJ_2018.pdf
"<li><a href = ""../pdf/Notifications/Noti_Multi_Appli_CGPSC2_2018.pdf"" target ='_' > NOTIFICATION ABOUT MULTIPLE ADMIT CARD OF VARIOUS POSTS (PEON, DAK RUNNER, DRIVER, FARRASH) OF CGPSC EXAM-2018 </li>","NOTIFICATION ABOUT MULTIPLE ADMIT CARD OF VARIOUS POSTS (PEON, DAK RUNNER, DRIVER, FARRASH) OF CGPSC EXAM-2018 ",../pdf/Notifications/Noti_Multi_Appli_CGPSC2_2018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_ABOUT_AC_CGPSC2_2018.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF VARIOUS POSTS (PEON, DAK RUNNER, DRIVER, FARRASH) OF CGPSC EXAM-2018 </li>","NOTIFICATION ABOUT ADMIT CARD OF VARIOUS POSTS (PEON, DAK RUNNER, DRIVER, FARRASH) OF CGPSC EXAM-2018 ",../pdf/Notifications/NOTI_ABOUT_AC_CGPSC2_2018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_SUBS_CGPSC2_2018.pdf"" target ='_' > NOTIFICATION ABOUT SUBSCRIBER IN VARIOUS POSTS (PEON, DAK RUNNER, DRIVER, FARRASH) OF CGPSC EXAM-2018 </li>","NOTIFICATION ABOUT SUBSCRIBER IN VARIOUS POSTS (PEON, DAK RUNNER, DRIVER, FARRASH) OF CGPSC EXAM-2018 ",../pdf/Notifications/NOTI_SUBS_CGPSC2_2018.pdf
"<li><a href = ""../pdf/Notifications/Short_Tender_notice_Stationery_2019-20.pdf"" target ='_' > SHORT TENDER NOTICE FOR STATIONERY PURCHASE FOR YEAR 2019-20 </li>",SHORT TENDER NOTICE FOR STATIONERY PURCHASE FOR YEAR 2019-20 ,../pdf/Notifications/Short_Tender_notice_Stationery_2019-20.pdf
"<li><a href = ""../pdf/Notifications/Noti_AC_CJ2019.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF CIVIL JUDGE EXAM-2019 </li>",NOTIFICATION ABOUT ADMIT CARD OF CIVIL JUDGE EXAM-2019 ,../pdf/Notifications/Noti_AC_CJ2019.pdf
"<li><a href = ""../pdf/Notifications/NOTI_CENTERNAME_CHANGE_12091210_CMO2018.pdf"" target ='_' > NOTIFICATION ABOUT CENTER NAME CHANGED IN (CENTER CODE 1209, 1210) CMO EXAM-2018 </li>","NOTIFICATION ABOUT CENTER NAME CHANGED IN (CENTER CODE 1209, 1210) CMO EXAM-2018 ",../pdf/Notifications/NOTI_CENTERNAME_CHANGE_12091210_CMO2018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_AC_CMO2018.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF CMO EXAM-2018 </li>",NOTIFICATION ABOUT ADMIT CARD OF CMO EXAM-2018 ,../pdf/Notifications/NOTI_AC_CMO2018.pdf
"<li><a href = ""../pdf/Notifications/EXAM_SCH_PPSTS_OF_CGPSC_2018.pdf"" target ='_' > EXAM SCHEDULE OF VARIOUS POSTS OF CGPSC.-2018 [EXAM DATE : 26TH MAY 2019] </li>",EXAM SCHEDULE OF VARIOUS POSTS OF CGPSC.-2018 [EXAM DATE : 26TH MAY 2019] ,../pdf/Notifications/EXAM_SCH_PPSTS_OF_CGPSC_2018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_SSME_2018.pdf"" target ='_' > NOTIFICATION FOR STATE SERVICE (MAINS) EXAM-2018</li>",NOTIFICATION FOR STATE SERVICE (MAINS) EXAM-2018,../pdf/Notifications/NOTI_SSME_2018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_ABOUT_SUBS_CMO2018.pdf"" target ='_' > NOTIFICATION ABOUT SUBSCRIBER OF CMO EXAM-2018 </li>",NOTIFICATION ABOUT SUBSCRIBER OF CMO EXAM-2018 ,../pdf/Notifications/NOTI_ABOUT_SUBS_CMO2018.pdf
"<li><a href = ""../pdf/Notifications/DV_SCH_DTE2019.pdf"" target ='_' > DOCUMENT VERIFICATION SCHEDULE PROFESSOR, ASOCIATE PROFESSOR, & HOD (DTE)- 2019 </li>","DOCUMENT VERIFICATION SCHEDULE PROFESSOR, ASOCIATE PROFESSOR, & HOD (DTE)- 2019 ",../pdf/Notifications/DV_SCH_DTE2019.pdf
"<li><a href = ""../pdf/Notifications/DV_LETTER_DTE2019.pdf"" target ='_' > DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA </li>",DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,../pdf/Notifications/DV_LETTER_DTE2019.pdf
"<li><a href = ""../pdf/Notifications/NOTI_ABOUT_AC_ADJ_2018.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF ASSISTANT DIRECTOR JANSAMPARK EXAM-2018 </li>",NOTIFICATION ABOUT ADMIT CARD OF ASSISTANT DIRECTOR JANSAMPARK EXAM-2018 ,../pdf/Notifications/NOTI_ABOUT_AC_ADJ_2018.pdf
"<li><a href = ""../pdf/Notifications/CMO2018_EXAM_SCHE.pdf"" target ='_' > EXAM SCHEDULE OF CHIEF MUNICIPAL OFFICER EXAM.-2018 [EXAM DATE : 5TH MAY 2019] </li>",EXAM SCHEDULE OF CHIEF MUNICIPAL OFFICER EXAM.-2018 [EXAM DATE : 5TH MAY 2019] ,../pdf/Notifications/CMO2018_EXAM_SCHE.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_MI_2018.pdf"" target ='_' > INTERVIEW SCHEDULE MINING INSPECTOR- 2018 [DATE :7TH MAR 2019] </li>",INTERVIEW SCHEDULE MINING INSPECTOR- 2018 [DATE :7TH MAR 2019] ,../pdf/Notifications/Int_Sch_MI_2018.pdf
"<li><a href = ""../pdf/Notifications/Int_CL_MI_2018.pdf"" target ='_' > DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA </li>",DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,../pdf/Notifications/Int_CL_MI_2018.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_AG_2018.pdf"" target ='_' > INTERVIEW SCHEDULE ASSISTANT GEOLOGIST- 2018 [DATE :7TH MAR 2019] </li>",INTERVIEW SCHEDULE ASSISTANT GEOLOGIST- 2018 [DATE :7TH MAR 2019] ,../pdf/Notifications/Int_Sch_AG_2018.pdf
"<li><a href = ""../pdf/Notifications/Int_CL_AG_2018.pdf"" target ='_' > DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA </li>",DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,../pdf/Notifications/Int_CL_AG_2018.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_DSPR_2018.pdf"" target ='_' > INTERVIEW SCHEDULE DSP (RADIO)- 2018 [DATE :27TH FEB 2019] </li>",INTERVIEW SCHEDULE DSP (RADIO)- 2018 [DATE :27TH FEB 2019] ,../pdf/Notifications/Int_Sch_DSPR_2018.pdf
"<li><a href = ""../pdf/Notifications/Int_CL_DSPR_2018.pdf"" target ='_' > DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA </li>",DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,../pdf/Notifications/Int_CL_DSPR_2018.pdf
"<li><a href = ""../pdf/Notifications/Noti_Exam_ADJ2018_EXTEND.pdf"" target ='_' > NOTIFICATION ABOUT EXAM DATE EXTENSION -ASSISTANT DIRECTOR, JANSAMPARK -2018 </li>","NOTIFICATION ABOUT EXAM DATE EXTENSION -ASSISTANT DIRECTOR, JANSAMPARK -2018 ",../pdf/Notifications/Noti_Exam_ADJ2018_EXTEND.pdf
"<li><a href = ""../pdf/Notifications/Notification_4options.pdf"" target ='_' > NOTIFICATION REGARDING FOUR ANSWER OPTION IN CGPSC OBJECTIVE TYPE EXAMS </li>",NOTIFICATION REGARDING FOUR ANSWER OPTION IN CGPSC OBJECTIVE TYPE EXAMS ,../pdf/Notifications/Notification_4options.pdf
"<li><a href = ""../pdf/Notifications/TENDER/Amended_RFP_21022019.pdf"" target ='_' > AMENDED RFP DOCUMENT FOR ONLINE SERVICES (AS ON 21st Feb 2019) </li>",AMENDED RFP DOCUMENT FOR ONLINE SERVICES (AS ON 21st Feb 2019) ,../pdf/Notifications/TENDER/Amended_RFP_21022019.pdf
"<li><a href = ""../pdf/Notifications/tender/Pre_Bid_Queries_with_Replies.pdf"" target ='_' >  PRE BID QUERIES WITH REPLIES</li>", PRE BID QUERIES WITH REPLIES,../pdf/Notifications/tender/Pre_Bid_Queries_with_Replies.pdf
"<li><a href = ""../pdf/Notifications/tender/Noti_Amended_Tender_Online_Services.pdf"" target ='_' > AMENDED TENDER NOTIFICATION [LAST DATE OF TENDER IS 05th March 2019] </li>",AMENDED TENDER NOTIFICATION [LAST DATE OF TENDER IS 05th March 2019] ,../pdf/Notifications/tender/Noti_Amended_Tender_Online_Services.pdf
"<li><a href = ""../pdf/Notifications/tender/Second_Tender_Notice_Online_Services_2019.pdf"" target ='_' > RE-TENDER NOTICE FOR ONLINE SERVICES </li>",RE-TENDER NOTICE FOR ONLINE SERVICES ,../pdf/Notifications/tender/Second_Tender_Notice_Online_Services_2019.pdf
"<li><a href = ""../pdf/Notifications/tender/Tender_Online_Service_Amendment26032019.pdf"" target ='_' > POSTPONEMENT OF TENDER NOTICE FOR ONLINE SERVICES </li>",POSTPONEMENT OF TENDER NOTICE FOR ONLINE SERVICES ,../pdf/Notifications/tender/Tender_Online_Service_Amendment26032019.pdf
"<li><a href = ""../pdf/Notifications/tender/Tender_Notice_29032019.pdf"" target ='_' > TENDER NOTICE FOR ONLINE SERVICES [Last Date-25th APR 2019]</li>",TENDER NOTICE FOR ONLINE SERVICES [Last Date-25th APR 2019],../pdf/Notifications/tender/Tender_Notice_29032019.pdf
"<li><a href = ""../pdf/Notifications/Int-Sch-SO-2018.pdf"" target ='_' > INTERVIEW SCHEDULE SCIENTIFIC OFFICER - 2018 [DATE :20TH FEB 2019] </li>",INTERVIEW SCHEDULE SCIENTIFIC OFFICER - 2018 [DATE :20TH FEB 2019] ,../pdf/Notifications/Int-Sch-SO-2018.pdf
"<li><a href = ""../pdf/Notifications/Int-CL-SO-2018.pdf"" target ='_' > DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA </li>",DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,../pdf/Notifications/Int-CL-SO-2018.pdf
"<li><a href = ""../pdf/Notifications/TENDER_NOTICE_VAHAN_2018.pdf"" target ='_' > SHORT TENDER NOTICE FOR SALE </li>",SHORT TENDER NOTICE FOR SALE ,../pdf/Notifications/TENDER_NOTICE_VAHAN_2018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_ABOUT_AC_EXAMS_HELD_ON_24082018.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF SCIENTIFIC OFFICER EXAM-2018 AND STATE ENGINEERING SERVICE EXAM(RE-EXAM OF FIRST PAPER)-2017</li>",NOTIFICATION ABOUT ADMIT CARD OF SCIENTIFIC OFFICER EXAM-2018 AND STATE ENGINEERING SERVICE EXAM(RE-EXAM OF FIRST PAPER)-2017,../pdf/Notifications/NOTI_ABOUT_AC_EXAMS_HELD_ON_24082018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_REEXAM_SCH_SES_2017.pdf"" target ='_' > EXAM SCHEDULE OF FIRST PAPER OF STATE ENGINEERING SERVICE EXAM.-2017 [EXAM DATE : 24TH AUG 2018] </li>",EXAM SCHEDULE OF FIRST PAPER OF STATE ENGINEERING SERVICE EXAM.-2017 [EXAM DATE : 24TH AUG 2018] ,../pdf/Notifications/NOTI_REEXAM_SCH_SES_2017.pdf
"<li><a href = ""../pdf/Notifications/NOTI_EXAM_SCH_SO_2018.pdf"" target ='_' > EXAM SCHEDULE SCIENTIFIC OFFICER EXAM.-2018 [EXAM DATE : 24TH AUG 2018] </li>",EXAM SCHEDULE SCIENTIFIC OFFICER EXAM.-2018 [EXAM DATE : 24TH AUG 2018] ,../pdf/Notifications/NOTI_EXAM_SCH_SO_2018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_ABOUT_AC_SYW_2018.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF VARIOUS POSTS OF SPORTS AND YOUTH WELFARE DEPT. EXAM-2018</li>",NOTIFICATION ABOUT ADMIT CARD OF VARIOUS POSTS OF SPORTS AND YOUTH WELFARE DEPT. EXAM-2018,../pdf/Notifications/NOTI_ABOUT_AC_SYW_2018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_REEXAM_SES_2017.pdf"" target ='_' > NOTIFICATION -CANCELATION AND RE-EXAM OF FIRST PAPER OF STATE ENGINEERING SERVICE EXAM.-2017 </li>",NOTIFICATION -CANCELATION AND RE-EXAM OF FIRST PAPER OF STATE ENGINEERING SERVICE EXAM.-2017 ,../pdf/Notifications/NOTI_REEXAM_SES_2017.pdf
"<li><a href = ""../pdf/Notifications/NOTI_EXAM_SCH_AD_ADMIN_SO_2018.pdf"" target ='_' > EXAM SCHEDULE VRIOUS POSTS UNDER SPORTS AND YOUTH WELFARE DEPT.-2018 [EXAM DATE : 29TH JULY 2018] </li>",EXAM SCHEDULE VRIOUS POSTS UNDER SPORTS AND YOUTH WELFARE DEPT.-2018 [EXAM DATE : 29TH JULY 2018] ,../pdf/Notifications/NOTI_EXAM_SCH_AD_ADMIN_SO_2018.pdf
"<li><a href = ""../pdf/Notifications/INT_SCH_AP_2014_17TH_JULY_18.pdf"" target ='_' > INTERVIEW SCHEDULE ASTT. PROFESSOR -2014 [DATE : 17TH JULY 2018] </li>",INTERVIEW SCHEDULE ASTT. PROFESSOR -2014 [DATE : 17TH JULY 2018] ,../pdf/Notifications/INT_SCH_AP_2014_17TH_JULY_18.pdf
"<li><a href = ""../pdf/Notifications/SHORT_INT_SCH_AP_2014_17TH_JULY_18.pdf"" target ='_' > SHORT INTERVIEW SCHEDULE </li>",SHORT INTERVIEW SCHEDULE ,../pdf/Notifications/SHORT_INT_SCH_AP_2014_17TH_JULY_18.pdf
"<li><a href = ""../pdf/Notifications/NOTI_ABOUT_AC_YW_2018.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF YOUTH WELFARE OFFICER EXAM-2018</li>",NOTIFICATION ABOUT ADMIT CARD OF YOUTH WELFARE OFFICER EXAM-2018,../pdf/Notifications/NOTI_ABOUT_AC_YW_2018.pdf
"<li><a href = ""../pdf/Notifications/NOTI_ABOUT_AC_CGPSC_2018_2015.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF CGPSC OFFICE STAFF-2018 & ASTT. GRADE-3 (CGPSC) EXAM-2015 </li>",NOTIFICATION ABOUT ADMIT CARD OF CGPSC OFFICE STAFF-2018 & ASTT. GRADE-3 (CGPSC) EXAM-2015 ,../pdf/Notifications/NOTI_ABOUT_AC_CGPSC_2018_2015.pdf
"<li><a href = ""../pdf/Notifications/Exam_Sch_Post_under_%20SPORTS_YOUTH_WELFARE_DEP.pdf"" target ='_' > AMENDED EXAM SCHEDULE </li>",AMENDED EXAM SCHEDULE ,../pdf/Notifications/Exam_Sch_Post_under_%20SPORTS_YOUTH_WELFARE_DEP.pdf
"<li><a href = ""../pdf/Notifications/AMENDED_Exam_Sch_Post_under_%20SPORTS_YOUTH_WELFARE_DEP.pdf"" target ='_' > EXAM SCHEDULE VRIOUS POSTS UNDER SPORTS AND YOUTH WELFARE DEPT.-2018 [EXAM DATE : 10TH JULY 2018]</li>",EXAM SCHEDULE VRIOUS POSTS UNDER SPORTS AND YOUTH WELFARE DEPT.-2018 [EXAM DATE : 10TH JULY 2018],../pdf/Notifications/AMENDED_Exam_Sch_Post_under_%20SPORTS_YOUTH_WELFARE_DEP.pdf
"<li><a href = ""../pdf/Notifications/NOTI_SSME_2017_ABOUT_AC.pdf"" target ='_' > NOTIFICATION ABOUT ADMIT CARD OF STATE SERVICE (MAINS) EXAM-2017 </li>",NOTIFICATION ABOUT ADMIT CARD OF STATE SERVICE (MAINS) EXAM-2017 ,../pdf/Notifications/NOTI_SSME_2017_ABOUT_AC.pdf
"<li><a href = ""../pdf/Notifications/Noti_SSME_2017_Subs.pdf"" target ='_' > NOTIFICATION ABOUT SUBSCRIBER OF STATE SERVICE (MAINS) EXAM-2017 </li>",NOTIFICATION ABOUT SUBSCRIBER OF STATE SERVICE (MAINS) EXAM-2017 ,../pdf/Notifications/Noti_SSME_2017_Subs.pdf
"<li><a href = ""../pdf/Notifications/Noti_EXAM_SCH_CGPSC_STAFF.pdf"" target ='_' > EXAM SCHEDULE VRIOUS POSTS OF CGPSC OFFICE STAFF -2018 [EXAM DATE : 28TH JUNE 2018] </li>",EXAM SCHEDULE VRIOUS POSTS OF CGPSC OFFICE STAFF -2018 [EXAM DATE : 28TH JUNE 2018] ,../pdf/Notifications/Noti_EXAM_SCH_CGPSC_STAFF.pdf
"<li><a href = ""../pdf/Notifications/INT_SCH_SHORT_AMO_2017.pdf"" target ='_' > INTERVIEW SCHEDULE AYURVEDIC MEDICAL OFFICER - 2017 [DATE : 8TH - 10TH MAY 2018] </li>",INTERVIEW SCHEDULE AYURVEDIC MEDICAL OFFICER - 2017 [DATE : 8TH - 10TH MAY 2018] ,../pdf/Notifications/INT_SCH_SHORT_AMO_2017.pdf
"<li><a href = ""../pdf/Notifications/INT_SCH_AMO_2017.pdf"" target ='_' > INTERVIEW SCHEDULE AYURVED MEDICAL OFFICER EXAM -2017 </li>",INTERVIEW SCHEDULE AYURVED MEDICAL OFFICER EXAM -2017 ,../pdf/Notifications/INT_SCH_AMO_2017.pdf
"<li><a href = ""../pdf/Notifications/INT_CL_AMO_2017.pdf"" target ='_' > DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA </li>",DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,../pdf/Notifications/INT_CL_AMO_2017.pdf
"<li><a href = ""../pdf/Notifications/SSE_MAINS_17.pdf"" target ='_' > NOTIFICATION # STATE SERVICE (MAINS) EXAM-2017 </li>",NOTIFICATION # STATE SERVICE (MAINS) EXAM-2017 ,../pdf/Notifications/SSE_MAINS_17.pdf
"<li><a href = ""../pdf/Notifications/Noti_SSME_2017_Date_Ext.pdf"" target ='_' >  Extended Date for Online Application is from 21st MAY 2018 (12:00 Noon) to 22nd MAY 2018 (11:59 PM) </li>", Extended Date for Online Application is from 21st MAY 2018 (12:00 Noon) to 22nd MAY 2018 (11:59 PM) ,../pdf/Notifications/Noti_SSME_2017_Date_Ext.pdf
